PERSON,COUNTRY,SITE,SAMPLE,Lat,Long,WTD,pH,AMP WRI,ARC ARE,ARC DIS,ARC GIB,ARC HEM,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,QUA SYM,SPHENO,TRA DEN,TRI ARC
Mazei,Russia,Penza-17,p-2-4,52.9575,45.5382,7,4.3,0,22,0,5,0.6,0,0.5,0,3.3,0,0,10.4,2.6,0,0.3,6.8,0,26.6,0,0,0,0,0.5,9.3,1.4,3,0.5,0,0,0,0,0,0,5.8,0,0,0,0,0.9,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO104,57.4487,-3.6346,7,4.9,4.2,0,0.7,0,0,0,65.5,0,6.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,1.4,4.9,0.7,0,0,0,0,0.7,0,0,3.5,0,0,2.1,0,0,0,0,0
Bobrov,Russia,Katin Moch,KATIN_4,56.4666,33.05,7,3.7,0,0.6,0.3,0,0,0,7.9,0,2.8,0.3,0,0.3,0,0,0.3,0,0.3,11.4,0,0,0.3,6,0,0,5.4,1.3,1.3,0,0,11.7,5.1,0,0.3,0,0,0.6,0,0,0,0,0,36.7,0,0,0,0,0.6
Payne,Scotland,Moidach More,MOMO124,57.4487,-3.6346,7,5,7.3,0,0,0,0,0,54.3,0,9.9,0.7,0,0.7,0,0,0,0,0,0.7,0,0,0,0,0,0,9.9,0,0,0,1.3,7.9,1.3,0,0,0,0,0,0,0,3.3,0,0,0.7,2,0,0,0,0
Lamentowicz,Poland,Ku?nik,K 30,53.6965,17.8974,7,4.7,0,0,15.3,0.5,3,26.7,0,1,0,0,0,20.3,0.5,3,0,3,0,0.5,0,0,0,0,0.5,0,5.9,0,0,5,0,0.5,1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,3,0
Payne,Scotland,Moidach More,MOMO80,57.4487,-3.6346,7,5,14,2.7,0,0,0,0,29.3,0,4,6,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,2,2,2,0,0,0,0,0.7,0,0,0,12,0,0,7.3,2.7,0,0,0,0
Charman,England,Butterburn Flow,GB 7,55.0759,-2.5124,7,4.2,19.7,0,0,0,0,0,0,0,35.7,2.5,0,0,0,0,5.7,1.9,0,2.5,0,0,0,1.3,8.9,0,8.9,0.6,3.2,0,1.9,0,0,0,0.6,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO81,57.4487,-3.6346,7,5.2,11.8,0,0,0,0,0,48,0,2.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,2.6,3.3,0,0,0,0,0,0,0,0,7.2,0,0,8.6,2,0,0,0,0
Payne,Scotland,Moidach More,MOMO76,57.4487,-3.6346,7,4.5,12.5,0.6,1.3,0,0,0,51.3,0,3.1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,1.9,6.9,0,0,0,0,0.6,0,0,0,0.6,0,0,5,0.6,0,0,0,0
Lamentowicz,Poland,Ku?nik,K 22,53.6965,17.8974,7,4.3,0,1.1,16.9,0,0,0,33.7,0,3.4,0,0,0,0,0,0,0,0,5.6,3.9,0,0,5.1,0,0,6.2,0,0,0,0,0.6,19.7,0,0,0,0,0.6,0,0,3.4,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-18,52.7973,6.3968,7,4.7,0,0.9,0,0,0,0,0,0,18.4,6.1,1.8,0,0,0,0.9,0,0,6.1,0,0,0,31.6,0,0,17.5,0,1.8,0,0,13.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Switzerland,Lej Marsch,61,46.4753,9.8197,7.5,3.7,0,0,0,0,0,0,0,0,29,0.5,0,0.5,2.1,0,13.5,0,0,0,0,0,0,0,0.5,0,5.2,30.1,0,0,0,0,0,0,0.5,0,0,0,0,0,6.2,0,0,6.7,0,0,3.1,2.1,0
Turner,England,Thornton Moor,ThM179,54.0964,-2.175,7.5,3.8,0,0,3.9,0,0,0,0,6.1,1.1,0,0,5,0.6,0,2.8,0,0,10.1,0,0,0,0,0,0,8.9,0.6,3.9,5.6,2.2,0,0,0,0,0,3.9,2.2,0,0,38.5,1.1,0,0,1.1,0,0,0,1.7
Warner,Finland,Suurisuo,BF-11 (SS),60.9833,24.6666,7.5,4,0,2.3,0,0,0.6,0,3.4,0,13.1,1.1,0,1.7,0,0,0,0,0,5.1,0,0,0,36.9,0,0,3.4,0,5.1,0,1.7,14.8,2.8,0,1.1,0.6,0,0.6,0,0,1.7,0,0,4,0,0,0,0,0
Mazei,Russia,Borok-6,b-2-5,58.0845,38.2147,8,4.1,0,19.1,0,0,0,0,0,0,13.8,0,0,0,0,0,32.3,0,0,0.1,0,0,0,0,0,0,3.2,4.7,0,0,0,0,18.8,0,0,0,0,4.3,0,0,3.6,0,0,0,0,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 8,53.0807,-7.9925,8,4.2,0.7,0,0,0,0,0,0,0,49.7,0,0,0,0,0,8.2,0,0,1.4,0,0,0,0,10.9,0,5.4,0.7,0,0.7,2,0,0,0,0,0,18.4,2,0,0,0,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-19,52.7973,6.3968,8,4.7,0,0,0,0,0,0,0,0,13.7,8.5,2.6,0,0,0,24.8,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,33.3,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM95,54.2781,-2.0713,8,4.5,0,13.3,0,0,0,0,1.3,0,0,0,0,4.7,0,0,2,0,0,1.3,0,0,0,0,2,0,0.7,0,0,18,0,0,0,0,0,0,2.7,5.3,0,0,48.7,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-3,52.7973,6.3968,8,4.5,0,4.8,0,0,0,0,0,0,9.5,19,1.2,0,0,0,3.6,0,0,4.8,0,0,0,0,0,0,33.3,0,2.4,0,0,15.5,2.4,0,0,0,0,1.2,0,0,2.4,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM199,54.0964,-2.175,8,4.1,0,1.9,1.3,0,0,0,0,0,3.8,0.6,0.6,2.5,0,0,3.1,0,0,1.3,0,0,0,0,0.6,0.6,8.1,0,0,0.6,4.4,11.3,12.5,0,0,0,1.9,2.5,0,0,41.9,0,0,0,0,0,0,0,0.6
Mitchell,Netherlands,Dwingeloo,NL-13,52.7973,6.3968,8,4.7,0,0,0,0,0,0,0,0,5,1.4,9.9,0,0.5,0,0.9,0,0,0,0,0,0,0,0,0,24.3,1.8,0,0,0,41.9,1.8,0,0,6.3,0,0,0,0,2.7,0,0,0,0,0,0,0,3.6
Mitchell,Netherlands,Dwingeloo,NL-15,52.7973,6.3968,8,5.4,0,0,0,0,0,0,0.9,0,2.8,1.9,4.7,0,0,0,0.9,0,0,0,0,0,0,0,0,0,50.5,0.9,0,0,0,19.6,2.8,0,0,2.8,0,0,0,0,12.1,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-17,52.7973,6.3968,8,4.3,0,0,0,0,0,0.8,0,0,13.5,3,6,0,0,0,2.3,0,0,0.8,0,0,0,0,0,0,36.8,0.8,0,0,0,27.8,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Railway,R2,68.0869,19.8311,8,3.8,0,11.3,0,14.2,0,0,0.9,0,7.5,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0.9,3.8,0,0,0,1.9,0,0,0,8.5,0,20.8,0,0,26.4,0,0,0,0,0,0,0,0
Swindles,N. Ireland,Dead Island,DI17,54.8875,-6.5475,8,3.3,3.2,0,0,0,0,0,0.6,0,30.3,1.9,0,0,0,0,5.8,1.3,0,0,0,0,0,0,11,0,22.6,1.9,6.5,0,5.8,0,0,0,0,0,4.5,0,0,0,1.3,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-6,52.7973,6.3968,8,4.6,0,1.2,0,0,0,0,0,0,1.2,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,11.5,1.8,0,0,0,77.6,0,0,0,0.6,0,0,0,0,0,0,0,4.8,0,0,0,0,0
Mitchell,Switzerland,Les Pontins,S 33    ,47.1275,6.9878,8,4.1,0,0,0,0,0,0,4.6,0,1,1.2,0.2,0,0,0,1.5,0,7.3,0.2,0,0,0,0,38.9,0,5.6,6.6,2.9,0,0,2.4,2.7,0,0,0,0,12.4,0,0,7.3,0,0,2.7,2.4,0,0,0,0
Payne,Scotland,Moidach More,MOMO7,57.4487,-3.6346,8,4.2,0,6.8,0,0,0,0,30.8,0,4.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,3.4,3.4,15.8,0,0,0,0,3.4,0,0,0,11.6,0,0,0.7,0.7,0,0,0,0
Lamentowicz,Poland,Mietlica,MIET10,53.811,17.5153,8,4,0,7.2,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,84.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO97,57.4487,-3.6346,8,5.1,0,8.3,0,0,0,0,36.7,0,8.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,12.4,4.7,0,0,0,0,1.8,0.6,0,0,14.2,0,0,0,1.8,0,0,0,0
Mazei,Russia,Karelia-5,k4-5,66.5251,32.9386,8,4.2,0,8.7,0,0,0,0,32.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1.8,0,0,0,18.6,0.3,0,2.1,0,7.5,0,0,27.2,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO84,57.4487,-3.6346,8,5.2,0,2.6,0,0,0,0,41.6,0,19.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,1.3,2.6,3.9,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Chlebowo,CHL10,52.7364,16.7569,8,4.1,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,88.4,0,0,0,0,0.5,0,0,2.5,0,0,0.5,0,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-15,47.2268,7.0498,8,4.7,0,0,0,0,0,0,0,0,4.7,7.4,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,12.1,0.7,18.8,0.7,0,2,14.1,0,0.7,8.1,0,0,0,0,16.8,0,0,12.8,0,0,0.7,0,0
Payne,Scotland,Moidach More,MOMO109,57.4487,-3.6346,8,5.1,1.4,1.4,0,0,0,0,35.3,0,8.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,2.2,5,3.6,0.7,0,0,0,0.7,0,0,0,22.3,0,0,0,0.7,0,0,0,0.7
Payne,Scotland,Moidach More,MOMO13,57.4487,-3.6346,8,4.2,0,0.8,0,0,0,0,33.1,0,5.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,8.3,11.6,12.4,0,0,0,0,0,1.7,0,0,5,0,0,3.3,0,0,1.7,0,0
Lamentowicz,Poland,Mechacz,MECH7,54.3307,22.4422,8,NA,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,3.8,1.3,20,0,0,21.3,46.9,0,0.6,0,0,0,0,0,1.3,0,0,3.8,0,0,0,0,0
Lamentowicz,Poland,Mietlica,MIET05,53.811,17.5153,8,3.7,0,3.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Zamarte,Z09,53.5915,17.967,8,4.5,0,0,0.6,0,0,0,20.7,0,4.7,1.2,0,0.6,0,0,0,0,0,1.8,0,0,0,0.6,0,0,1.8,0,0.6,0,0,31.4,30.2,0,0,0,0,0.6,0,0,4.7,0,0,0,0,0,0,0,0.6
Payne,Scotland,Moidach More,MOMO107,57.4487,-3.6346,8,5,2.8,0,0,0,0,0,28,0,15.4,4.9,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,4.9,16.8,4.9,0,0,0,0.7,0,0,0,12.6,0,0,0,0.7,0,0,0,0
Lamentowicz,Poland,G?zwa,GAZ10,53.8732,21.2232,8,NA,0,0,2.2,0,0,0,28.6,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,49.2,8.6,0,0,0,0,1.1,0,0,5.9,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Zamarte,Z04,53.5915,17.967,8,4.7,0,0,0.6,0,0,0,13.7,0,3.6,1.8,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.8,0,0,0,0,15.5,56,0,0,0,0,0,0,0,4.2,0,0,1.8,0,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO06,53.814,17.5387,8,NA,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,2.2,83.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO24,57.4487,-3.6346,8,4.5,0,0,0,0,0,0,43.8,0,12.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,0,1.5,3.8,6.2,6.9,0,0,0,0.8,0,0,0,3.1,0,0,0,0,0,0,0,0
Mazei,Russia,Karelia-20,k-2-12,66.5238,32.9097,8,4,0,0.5,0,0,0,0.5,28,0,1.5,0,0.3,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.7,0,4.9,0,0,21.1,31.5,0,0,8.2,0,0.3,0,0,1.9,0,0,0,0,0,0,0,0
Lamentowicz,Poland,St??ka,STAZ05,54.4241,18.0854,8,NA,0,0,0,0,0,0,0,0,4,7.5,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,21.1,0,0,0,4,0,0,0,10.6,0,0,0,0,0,45.7,0,0,0.5,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO123,57.4487,-3.6346,8,5.1,0,1.8,0.6,0,0,0,40.9,0,9.1,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,15.9,0,0,0,1.8,14.6,1.2,0,0,0,0.6,0,0,0,7.9,0,0,4.3,0,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-2,47.2268,7.0498,8,4.7,0,0,0,0,0,0,0,0,5.6,5.6,0,0,0,0,0,0,0,2.1,0,0,0.7,0.7,0,0,7.7,2.8,20.4,3.5,0,3.5,12.7,0,0,6.3,0,0,0,0,0.7,0,0,26.8,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO122,57.4487,-3.6346,8,5,0.7,0.7,2,0,0,0,41.4,0,7.2,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,3.9,7.9,12.5,0,0,0,0,1.3,0,0,4.6,0,0,1.3,0.7,0,0,0,0
Mazei,Russia,Penza-40,p-8-2,53.3319,46.819,8,4.1,0,0.1,0,0.2,0.2,0,0,0,1.4,4.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,6.1,0,33.8,0,0,24.5,0,0,0,0,0,0,0,0,0.8,0,0,28,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO145,57.4487,-3.6346,8,4.8,0,1.4,0,0,0,0,56.5,0,4.3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,1.4,8.7,2.2,1.4,0,0,0,0,0,0,0,6.5,0,0,0.7,0,0,2.2,0,0
Payne,Scotland,Moidach More,MOMO6,57.4487,-3.6346,8,4.5,4.4,3,0,0,0,0,32.6,0,13.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0.7,4.4,12.6,0,0,0,0,0,0,0,0,0,0,0,4.4,2.2,0,0,0,0
Payne,Scotland,Moidach More,MOMO82,57.4487,-3.6346,8,5.2,4.5,1.3,0.6,0,0,0,36.5,0,7.7,2.6,1.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,0,5.8,8.3,0,0,0,0,0.6,0,0,0,3.8,0,0,1.3,0.6,0,0,0,0
Swindles,N. Ireland,Dead Island,DI16,54.8875,-6.5475,8,3.3,13.3,0,4.7,0,0,0,6,0,32,4,0,0,0,0,0,0,0,5.3,0,0,0,0,2,0,0,0,1.3,0,11.3,0,0,0,0,0,15.3,0,2,0,2.7,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Jelenia Wyspa,JEL18,53.6077,17.956,8,4,0.4,0,1.1,0,0,0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,6.5,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,England,Roundsea bog,UK-10,54.2141,-3.0013,8,4.6,0,0,0,0,0,0,0.8,0,3.1,4.7,1.6,0,0,0,14.1,0,0,3.1,0,0,0,12.5,0,0,9.4,2.3,0,0,0,0,0,0,0,34.4,12.5,0,0,0,0,0,0,1.6,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO70,57.4487,-3.6346,8,5,0,5.8,0,0,0,0,71.8,0,3.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,9,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0
Mitchell,England,Roundsea bog,UK-1,54.2141,-3.0013,8,4.7,0,0,0,0,0,0,0,0,12.6,4.7,0.5,0,0,0,2.3,0,0,0.5,0,0,0,13,0,0,4.7,1.9,0.5,0,0,0,0,0,0,45.6,14,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-3,47.2268,7.0498,8,4.7,0,0,0,0,0,0,8.2,0,1.9,0.6,0,0,0,0,2.5,0,0,0.6,0,0,0,3.8,0,0,7.5,1.3,3.1,2.5,0,23.3,1.9,0,0,6.3,0,0,0,0,0.6,0,0,32.1,2.5,0,0,0,0
Mitchell,Sweden,La Chaux-des-Breuleux,SU-10,47.2268,7.0498,8,4.9,0,0.6,0,0,0,0,0,0,3.1,2.5,0,0,0,0,0,0,0,5,0,0,0,8.8,0,0,5.7,0,25.2,1.3,0,7.5,13.2,0,0,5.7,0,0.6,0,0,1.9,0,0,17,0.6,0,0,0,0
Payne,Scotland,Moidach More,MOMO140,57.4487,-3.6346,8,4.9,6.2,2.5,0,0,0,0,55.6,0,6.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,1.2,16,0.6,0,0,0,0,0,0,0,1.9,0,0,2.5,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO78,57.4487,-3.6346,8,4.8,7.2,0.7,0,0,0,0,49.3,0,1.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,2,3.3,0,0,0,0,0,0,0,0,9.9,0,0,7.9,1.3,0,0,0,0
Warner,Finland,Kaurastensuo,BF-19 (KS),61.0319,24.9839,8,3.7,0,0.5,0,0,20.2,0,0,0,22.8,0,8.1,0,2.4,0,29,0,0,0.3,0,0,0,0.3,0,0,1.1,0,0,0,1.3,0,0,0,0,0,0,1.9,0,0,11.8,0,0,0.3,0,0,0,0,0
Mitchell,England,Roundsea bog,UK-9,54.2141,-3.0013,8,4.4,0,0,0,0,0,3.4,3.9,0,4.5,2.8,0,0,0,0,4.5,0,0,1.1,0,0,0,19.7,0,0,6.7,2.8,0,0,0,0,0,0.6,0,14,8.4,0,0,0,0.6,0,0,23.6,0,0,0,0,3.4
Swindles,N. Ireland,Dead Island,DI26,54.8875,-6.5475,8,3.2,17.4,0,1.2,0,0,0,11.8,0,4.3,6.2,0,0,0,0,0,0,0,0,0,0,0,0,3.1,2.5,8.7,0,1.2,0,6.2,6.8,0,0,2.5,0,6.8,0,0,0,5.6,0,0,15.5,0,0,0,0,0
Lamentowicz,Poland,S?owi?skie B?oto,S?6,54.3624,16.4815,8,3.5,0,0,12.1,0,0,0,46.3,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,1.3,0,0,18.8,1.3,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Faroe Is.,Masaklettar,FO 16,62.1665,-6.9,8.5,NA,1.3,0,0,0,0,0,6.4,9,10.3,1.3,0,0,6.4,0,4.5,3.2,0,1.9,0,0,0,0,7.7,0,14.1,5.1,0.6,2.6,6.4,0,0,0,0,0,0.6,11.5,0,0,1.9,4.5,0,0,0,0,0.6,0,0
Mallon,Sweden,Gallseredsmossen,GAL_2,57.175,12.5975,9,4,0,0,0,0,0,0,3.8,0,22,0,0,0,0,0,0.8,0.8,0,2.3,0,0,0,0,0,0,1.5,9.8,0,0,3,20.5,0,0,0,0,0,0.8,0,0,28,0.8,0,0,0,0,0,0,0
Turner,England,Swarth Moor,SM106,54.1214,-2.2975,9,4.5,0.7,0,0,0,0,0,0,2.6,2.6,0,0,0,4,0,9.9,0,0.7,1.3,0,0,0,0,0,0,13.2,0,4,5.3,3.3,0,0,0,0,4.6,0,2.6,0,0,45,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S4,68.3563,19.0477,9,3.8,0,0,0,0,0,0,12,0,10.2,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,7.4,0,0,0,0,16.7,0,0,21.3,0,0,0,0,0,0,0,0
Mazei,Russia,Borok-12,b-3-3,58.0845,38.2147,9,4,0,1.7,0,0,0,0,0,0,10.2,0,6.8,0,0,0,1.7,0,0.9,0,0,0,0,0,0,0,5,2.3,0,0,0,14.9,25.3,0,0,0,0,4.5,0,0,26.6,0,0,0,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-7,52.7973,6.3968,9,4.5,0,1.4,0,0,0,2.7,0,0,14.9,0.5,0.5,0,0.5,0,20.8,0,1.4,0,0,0,0,0,0,0,12.2,3.6,0,0,0,37.1,0,0,0,1.8,0,0,0,0,0,0,0,2.7,0,0,0,0,0
Charman,Faroe Is.,Masaklettar,FO 15,62.1665,-6.9,9,NA,0,0,0,0,0,0,2.6,4.5,5.8,0,0,0,1.3,0,3.2,2.6,0,5.8,0,0,0,0,13.6,0,10.4,5.8,0,4.5,7.8,0,0,0,0,0,1.3,15.6,0,0,12.3,1.3,0,0,0,0,1.3,0,0
Mitchell,Netherlands,Dwingeloo,NL-5,52.7973,6.3968,9,4.3,0,1.7,0,0,0,0,0,0,2.6,7.8,12.9,0,0,0,2.6,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,4.3,1.7,0,0,19.8,0,0,0,0,1.7,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO73,57.4487,-3.6346,9,4.5,0,0,0,0,0,0,16,0,27.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3.8,16,2.8,0,0,0,0,0.9,0,0,0,14.2,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO20,57.4487,-3.6346,9,4.6,0,1,0,0,0,0,16.2,0,15.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,0,2.9,13.3,5.7,0,0,0,0,1,0,0,0,14.3,0,0,1,1.9,0,1,0,0
Mitchell,Netherlands,Dwingeloo,NL-9,52.7973,6.3968,9,5.4,0,3.2,0,0,0,0,0,0,5.5,13.8,2.8,0,0,0,1.4,0,0,0,0,0,0,0.5,0,0,27.6,1.4,0,0,0,31.3,0,0,0,6.9,0,0,0,0,0,0,0,5.5,0,0,0,0,0
Warner,Finland,Lakkasuo,BF-40 (LK),61.7833,24.2943,9,4.7,0,6,0,0,0,0,0,0,0.9,0,0,20.7,5.2,0,0,0,0,10.3,0,0,0,0,0,0,0,0,2.6,0,0.9,0,17.2,0,0,3.4,0,10.3,0,0,21.6,0,0,0,0,0,0,0,0.9
Payne,Scotland,Moidach More,MOMO67,57.4487,-3.6346,9,5,0,0,0,0,0,0,28.5,0,15.4,4.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,0,3.1,10.8,1.5,0,0,0,0,0,0.8,0,0,10.8,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN39,53.1875,18.3096,9,NA,0,0,0,0,0,0,2.8,0,3.9,5.6,0,0,0,0,0,0,0,1.1,0,0,0,1.1,0,0,4.4,12.8,8.3,0,0,18.9,30,0,0,0,0,0,0,0,8.3,0,0,2.8,0,0,0,0,0
Mitchell,Netherlands,Dwingeloo,NL-4,52.7973,6.3968,9,4.7,0,4,0,0,0,0,0,0,6.7,3.4,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,25.5,1.3,0,0,0,32.9,0,0,0,12.1,0,0,0,0,0.7,0,0,12.1,0,0,0,0,0
Mazei,Russia,Karelia-21,k-2-13,66.5238,32.9097,9,4.4,0,4.6,0,0,0,0,5.1,0,2.5,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0.4,0,13.1,0,0,33.3,28.5,0,0,6.4,0,0,0,0,1.7,0,0,0,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 9,60.7837,22.7874,9,NA,0,0.8,0,0,0,0,7.2,0,1.9,1.5,0,0,0.8,0,0.4,0,0,3.4,0,0,0,0,0,0,1.9,0.4,5.3,0,1.1,53.6,7.6,0,0,0,0,4.9,0,0,1.9,0,0,7.2,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO98,57.4487,-3.6346,9,5.2,0,4.2,0,0,0,0,34.7,0,6,12.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0.6,11.4,2.4,0,0,0,0,0,0,0,0,17.4,0,0,0.6,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO88,57.4487,-3.6346,9,5.1,0.8,3.1,0,0,0,0,32,0,11.7,1.6,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,19.5,0,0,5.5,8.6,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Mietlica,MIET12,53.811,17.5153,9,3.8,0,1.2,0.6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,1.2,0,0,0,0,0.6,88.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payne,Scotland,Moidach More,MOMO66,57.4487,-3.6346,9,4.7,0,3.9,0,0,0,0,38.2,0,6.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,2,11.8,4.6,0,0,0,0,0,0,0,0,11.2,0,0,0,1.3,0,0,0,0
Payne,Scotland,Moidach More,MOMO108,57.4487,-3.6346,9,5,0,0,1,0,0,0,38.8,0,16.5,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,6.8,0,0,0,0,0,1,0,0,0,6.8,0,0,0,0,0,1,0,0
